stationintlid, stationalphaid , canregcode, stationname, latdegmin, latitudecardinaldirection , londegmin, longitudecardinaldirection , stationelevation, terrainelevation, dataavailabilitycode, stationreliabilityflag
'72000','KLBR',NULL,'CLARKSVILLE, TX',3336,'N',9504,'W',NULL,134,'1','1'
'72000','KCKV',NULL,'CLARKVILLE   TN',3637,'N',8725,'W',NULL,168,'1','1'
'72000','K40B',NULL,'CLAYTON LAKE,  ME',4637,'N',6932,'W',NULL,NULL,'1','1'
'72000','KFIG',NULL,'CLEARFIELD LAWRENCE AIRPORT, PA',4103,'N',7825,'W',462,462,'1','1'
'72000','KCPT',NULL,'CLEBURNE, TX',3221,'N',9726,'W',NULL,260,'1','1'
'72000','KCEU',NULL,'CLEMSON-OCONEE COUNTY AIRPORT, SC',3440,'N',8253,'W',271,268,'1','1'
'72000','KBKL',NULL,'CLEVELAND BURKE LAKEFRONT  OH',4131,'N',8141,'W',NULL,177,'2','1'
'72000','KCGF',NULL,'CLEVELAND CUYAHOGA CO.    OH',4134,'N',8129,'W',NULL,266,'2','1'
'72000','KCQC',NULL,'CLINES CORNER, NM',3500,'N',10540,'W',2160,NULL,'1','1'
'72000','KCTZ',NULL,'CLINTON, NC',3459,'N',7822,'W',NULL,45,'1','1'
'72000','KCWI',NULL,'CLINTON MUNI (AWOS) IA',4150,'N',9020,'W',216,NULL,'1','1'
'72000','KCLK',NULL,'CLINTON, OK',3532,'N',9856,'W',492,NULL,'1','1'
'72000','KCLI',NULL,'CLINTONVILLE, WI',4437,'N',8844,'W',256,NULL,'1','1'
'72000','KCOQ',NULL,'CLOQUET, MN',4642,'N',9230,'W',410,NULL,'1','1'
'72000','KCVN',NULL,'CLOVIS MUNI  (AWOS) NM',3426,'N',10305,'W',1284,NULL,'1','1'
'72000','KCVS',NULL,'CLOVIS/CANNON, NM',3423,'N',10319,'W',1309,NULL,'1','1'
'72000','KCOE',NULL,'COEUR DnullALENE(AWOS) ID',4746,'N',11649,'W',707,NULL,'1','1'
'72000','KUKL',NULL,'COFFEY COUNTY ARPT, KS',3818,'N',9543,'W',358,NULL,'1','1'
'72000','KCFV',NULL,'COFFEYVILLE, KS',3706,'N',9534,'W',230,NULL,'1','1'
'72000','KOEB',NULL,'COLDWATER, MI',4156,'N',8503,'W',292,NULL,'2','1'
'72000','KOLU',NULL,'COLOMBUS     NE',4117,'N',9721,'W',NULL,440,'1','1'
'72000','KMMT',NULL,'COLUMBIA/MCENTIR, SC',3355,'N',8048,'W',77,NULL,'2','1'
'72000','KCUB',NULL,'COLUMBIA/OWENS, SC',3358,'N',8100,'W',56,64,'2','1'
'72000','KTZR',NULL,'COLUMBUS BOLTON FIELD    OH',3954,'N',8308,'W',NULL,274,'2','1'
'72000','KOSU',NULL,'COLUMBUS DON SCOTT FIELD    OH',4005,'N',8304,'W',274,NULL,'2','1'
'72000','KLCK',NULL,'COLUMBUS/RICKENB, OH',3949,'N',8256,'W',227,NULL,'2','1'
'72000','KCQV',NULL,'COLVILLE    WAS',4835,'N',11748,'W',NULL,905,'1','1'
'72000','KMKN',NULL,'COMANCHE    TX',3155,'N',9836,'W',NULL,423,'1','1'
'72000','KCCR',NULL,'CONCORD, CAL',3759,'N',12203,'W',NULL,18,'2','1'
'72000','KJQF',NULL,'CONCORD, NC',3523,'N',8043,'W',NULL,210,'2','1'
'72000','KCXO',NULL,'CONROE, TX',3021,'N',9525,'W',NULL,75,'2','1'
'72000','KCQM',NULL,'COOK, MN',4749,'N',9241,'W',NULL,405,'2','1'
'72000','KP59',NULL,'COPPER HARBOR     MICH',4727,'N',8754,'W',NULL,NULL,'2','1'
'72000','K4CR',NULL,'CORONA           NM',3406,'N',10541,'W',NULL,1970,'1','1'
'72000','KCRV',NULL,'CORONA PASS, CO',4003,'N',10535,'W',3538,NULL,'1','1'
'72000','KNGP',NULL,'CORPUS CHRISTI, TX',2741,'N',9717,'W',NULL,5,'1','1'
'72000','KCRS',NULL,'CORSICANA, TX',3202,'N',9624,'W',133,136,'1','1'
'72000','KCEZ',NULL,'CORTEZ, COL',3718,'N',10838,'W',NULL,1475,'1','1'
'72000','KCVO',NULL,'CORVALLIS      OR',4430,'N',12317,'W',73,NULL,'2','1'
'72000','K7BM',NULL,'COTTONWOOD PASS, CO',3846,'N',10613,'W',2995,NULL,'1','1'
'72000','KCBF',NULL,'COUNCIL BLUFFS      IA',4116,'N',9546,'W',382,NULL,'1','1'
'72000','KCDD',NULL,'CRANE LAKE, MINN     (AUT)',4816,'N',9307,'W',NULL,NULL,'2','1'
'72000','KCSQ',NULL,'CRESTON             IA',4101,'N',9422,'W',394,NULL,'1','1'
'72000','KCKN',NULL,'CROOKSTON, MN',4751,'N',9637,'W',274,NULL,'1','1'
'72000','K3A1',NULL,'CULLMAN, AL',3416,'N',8652,'W',294,NULL,'1','1'
'72000','KCJR',NULL,'CULPEPER, VA',3832,'N',7752,'W',95,NULL,'1','1'
'72000','KONX',NULL,'CURRITUCK, NC',3624,'N',7601,'W',NULL,5,'1','1'
'72000','KBBD',NULL,'CURTIS FIELD AIRPORT, TX',3111,'N',9929,'W',557,NULL,'1','1'
'72000','KCUH',NULL,'CUSHING MUNI. OK',3557,'N',9646,'W',279,NULL,'1','1'
'72000','KCUT',NULL,'CUSTER COUNTY AIRPORT, SD',4344,'N',10337,'W',1725,1711,'1','1'
'72000','KGOP',NULL,'CITY COUNTY, TX',3125,'N',9748,'W',276,NULL,'1','1'
'72000','KDAG',NULL,'DAGGETT,      CA',3452,'N',11647,'W',584,NULL,'2','1'
'72000','KADS',NULL,'DALLAS  ADDISON     TX',3258,'N',9650,'W',195,NULL,'2','1'
'72000','KRBD',NULL,'DALLAS   REDBIRD     TX',3241,'N',9652,'W',200,NULL,'2','1'
'72000','KDNN',NULL,'DALTON, GA',3443,'N',8452,'W',216,NULL,'2','1'
'72000','KDXR',NULL,'DANBURY, CT',4122,'N',7329,'W',138,NULL,'2','1'
'72000','KDYS',NULL,'ABILENE, TX',3226,'N',9951,'W',546,NULL,'1','1'
'72000','KDNV',NULL,'DANVILLE, IL',4012,'N',8736,'W',NULL,212,'2','1'
'72000','KUDG',NULL,'DARLINGTON CNTY, SC',3427,'N',7953,'W',NULL,59,'2','1'
'72000','KEXX',NULL,'DAVIDSON CITY, NC',3547,'N',8018,'W',NULL,223,'1','1'
'72000','KMGY',NULL,'DAYTON, OH',3935,'N',8414,'W',289,293,'2','1'
'72000','KDKB',NULL,'DE KALB, IL',4156,'N',8842,'W',NULL,279,'2','1'
'72000','KDCU',NULL,'DECATUR, AL',3439,'N',8657,'W',NULL,177,'2','1'
'72000','KDEC',NULL,'DECATUR AIRPORT, IL',3950,'N',8853,'W',207,207,'2','1'
'72000','KLUD',NULL,'DECATUR, TX',3315,'N',9735,'W',319,NULL,'2','1'
'72000','KDEH',NULL,'DECORAH, IA',4317,'N',9144,'W',353,NULL,'2','1'
'72000','KDVP',NULL,'SLAYTON MUNICIPAL AIRPORT MN, US',4359,'N',9547,'W',NULL,495,'2','1'
'72000','KDVT',NULL,'DEER VALLEY-PHOENIX,  AZ',3341,'N',11205,'W',458,NULL,'2','1'
'72000','KDLF',NULL,'DEL RIO    TX',2907,'N',10028,'W',295,NULL,'1','1'
'72000','KU24',NULL,'DELTA    UT',3920,'N',11235,'W',1402,NULL,'1','1'
'72000','KDNS',NULL,'DENISON, IA',4159,'N',9523,'W',388,NULL,'2','1'
'72000','KGYI',NULL,'DENISON, TX',3342,'N',9640,'W',227,NULL,'2','1'
'72000','KDTO',NULL,'DENTON, TX',3312,'N',9712,'W',197,NULL,'1','1'
'72000','KBKF',NULL,'DENVER/BUCKLEY, CO',3943,'N',10445,'W',1625,NULL,'1','1'
'72000','KDTS',NULL,'DESTIN, FL',3024,'N',8628,'W',6,NULL,'2','1'
'72000','KDET',NULL,'DETROIT CITY AIRPORT,  MI',4225,'N',8300,'W',190,190,'2','1'
'72000','KDTL',NULL,'DETROIT LAKES, MINN',4650,'N',9553,'W',425,NULL,'2','1'
'72000','KDVL',NULL,'DEVILS LAKE(AWOS)   ND',4807,'N',9855,'W',443,NULL,'1','1'
'72000','KDLL',NULL,'DILLON/1 E          CO',3938,'N',10602,'W',2762,NULL,'1','1'
'72000','KQAB',NULL,'UEBUNGSDORF U.S. MIL GER',4914,'N',1154,'E',460,460,'1','1'
'72000','KQAD',NULL,'DIWANIYAH U.S. MIL IRAQ',3159,'N',4456,'E',NULL,49,'1','1'
'72000','KQAJ',NULL,'AL ASAD U.S. MIL IRAQ',3347,'N',4226,'E',NULL,188,'1','1'
'72000','KQCO',NULL,'Q WEST  U.S. MIL IRAQ',3548,'N',4316,'E',NULL,229,'1','1'
'72000','KQEZ',NULL,'AL TAQADDUM U.S. MIL IRAQ',3320,'N',4336,'E',NULL,81,'1','1'
'72000','KQMH',NULL,'AR RUTBAH U.S. MIL IRAQ',3303,'N',4019,'E',NULL,765,'1','1'
'72000','KQPC',NULL,'HUSAYBAH U.S. MIL IRAQ',3424,'N',4059,'E',NULL,173,'1','1'
'72000','KQQY',NULL,'APIAY U.S. MIL CO',404,'N',7333,'W',NULL,378,'1','1'
'72000','KQSE',NULL,'MOSUL NORTH U.S. MIL IRAQ',3614,'N',4307,'E',NULL,247,'1','1'
'72000','KQSL',NULL,'AL SAHRA U.S. MIL IRAQ',3440,'N',4332,'E',NULL,139,'1','1'
'72000','KQTI',NULL,'TALL AFAR U.S. MIL IRAQ',3617,'N',4224,'E',NULL,300,'1','1'
'72000','KQTU',NULL,'MOSUL U.S. MIL IRAQ',3618,'N',4309,'E',NULL,216,'1','1'
'72000','KQTX',NULL,'KIRKUK U.S. MIL IRAQ',3528,'N',4424,'E',NULL,318,'1','1'
'72000','KQTZ',NULL,'BAGHDAD U.S. MIL IRAQ',3315,'N',4414,'E',NULL,34,'1','1'
'72000','KQVO',NULL,'AL QAIM U.S. MIL IRAQ',3427,'N',4115,'E',NULL,205,'1','1'
'72000','KQXJ',NULL,'TALLIL U.S. MIL IRAQ',3057,'N',4605,'E',NULL,6,'1','1'
'72000','KTOB',NULL,'DODGE CENTER AIRPORT, MN',4401,'N',9250,'W',NULL,398,'1','1'
'72000','KGYH',NULL,'DONALDSON CENTER A, SC',3446,'N',8223,'W',291,NULL,'1','1'
'72000','KDYL',NULL,'DOYLESTOWN AIRPORT, PA',4020,'N',7507,'W',117,120,'1','1'
'72000','KDGW',NULL,'DOUGLAS/CONVERSE COUNTY AIRPORT, WY',4248,'N',10523,'W',1502,1499,'1','1'
'72000','KDQH',NULL,'DOUGLAS, GA',3129,'N',8252,'W',NULL,78,'1','1'
'72000','KDOV',NULL,'DOVER, DE',3908,'N',7528,'W',24,NULL,'1','1'
'72000','K3DU',NULL,'DRUMMOND   MT',4640,'N',11309,'W',NULL,1195,'1','1'
'72000','K6R6',NULL,'DRYDEN TERREL COUNTY AIRPORT, TX',3003,'N',10213,'W',701,707,'1','1'
'72000','KDBN',NULL,'DUBLIN W H BUD BARRON A GA, US',3234,'N',8259,'W',NULL,94,'2','1'
'72000','KPSK',NULL,'DUBLIN/NEW RIV VLLY, VA',3708,'N',8041,'W',642,NULL,'1','1'
'72000','KDUJ',NULL,'DUBOIS, PA',4111,'N',7854,'W',552,NULL,'2','1'
'72000','KDYT',NULL,'DULUTH HARBOR, MN',4646,'N',9205,'W',186,NULL,'2','1'
'72000','KDUX',NULL,'DUMAS, TX',3551,'N',10200,'W',NULL,1129,'1','1'
'72000','KDUC',NULL,'DUNCAN, OK',3428,'N',9758,'W',NULL,339,'1','1'
'72000','KDKK',NULL,'DUNKIRK, NY',4230,'N',7917,'W',202,211,'1','1'
'72000','KDRO',NULL,'DURANGO,      COL',3709,'N',10745,'W',NULL,2025,'1','1'
'72000','KDUA',NULL,'DURANT, OK',3357,'N',9624,'W',NULL,213,'1','1'
'72000','KDYR',NULL,'DYERSBURG        TEN',3601,'N',8924,'W',105,NULL,'2','1'
'72000','KEGE',NULL,'EAGLE    CO',3939,'N',10655,'W',1973,NULL,'1','1'
'72000','KEGV',NULL,'EAGLE RIVER, WI',4556,'N',8916,'W',501,NULL,'1','1'
'72000','KBYH',NULL,'EAKER AIR FORCE BASE, AR',3558,'N',8957,'W',NULL,78,'1','1'
'72000','KE12',NULL,'EAST CAMERON',2805,'N',9242,'W',NULL,0,'2','1'
'72000','KHTO',NULL,'EAST HAMPTON      NY',4057,'N',7215,'W',NULL,17,'2','1'
'72000','KMQE',NULL,'EAST MILTON/BLUE, MA',4213,'N',7107,'W',200,NULL,'2','1'
'72000','KESN',NULL,'EASTON/NEWMAN FIELD, MD',3848,'N',7604,'W',NULL,22,'2','1'
'72000','KORS',NULL,'EASTSOUND/ORCAS  WA',4842,'N',12254,'W',NULL,8,'2','1'
'72000','KCPS',NULL,'EAST ST. LOUIS IL, US',3834,'N',9009,'W',NULL,126,'2','1'
'72000','KEDE',NULL,'EDENTON, NC',3602,'N',7634,'W',6,NULL,'2','1'
'72000','KEBG',NULL,'EDINBURG, TX',2627,'N',9808,'W',24,NULL,'2','1'
'72000','KECU',NULL,'EDWARDS COUNTY AIRPORT, TX',2957,'N',10010,'W',723,NULL,'1','1'
'72000','K1H2',NULL,'EFFINGHAM, IL',3904,'N',8832,'W',179,NULL,'2','1'
'72000','K27A',NULL,'ELBERTON, GA (AUT)',3406,'N',8249,'W',184,NULL,'2','1'
'72000','KELD',NULL,'EL DORADO SOUTH ARKANSAS, AR',3313,'N',9249,'W',81,84,'2','1'
'72000','KRQO',NULL,'EL RENO, OK',3528,'N',9800,'W',432,NULL,'2','1'
'72000','KEYF',NULL,'ELIZABETHTOWN, NC',3436,'N',8735,'W',NULL,41,'2','1'
'72000','KP69',NULL,'ELK CITY (RAMOS)    ID',4549,'N',11526,'W',1249,NULL,'1','1'
'72000','KEKM',NULL,'ELKHART, IND',4143,'N',8600,'W',NULL,236,'2','1'
'72000','KELN',NULL,'ELLENSBURG    WAS',4700,'N',12031,'W',535,NULL,'2','1'
'72000','KELO',NULL,'ELY MN, US',4749,'N',9150,'W',NULL,441,'2','1'
'72000','KLPR',NULL,'ELYRIA LORAIN Co REGIONAL A OH, US',4121,'N',8211,'W',NULL,242,'2','1'
'72000','KEMP',NULL,'EMPORIA, KAN',3820,'N',9612,'W',NULL,1522,'1','1'
'72000','KEMV',NULL,'EMPORIA, VA',3641,'N',7729,'W',39,NULL,'1','1'
'72000','KAPA',NULL,'ENGLEWOOD, COL',3934,'N',10451,'W',NULL,1766,'1','1'
'72000','KWDG',NULL,'ENID WOODRING REGIONAL,OK',3623,'N',9748,'W',NULL,356,'1','1'
'72000','KEND',NULL,'ENID/VANCE AFB, OK',3620,'N',9755,'W',398,NULL,'1','1'
'72000','KHRJ',NULL,'ERWIN, NC',3523,'N',7844,'W',60,NULL,'2','1'
'72000','KEST',NULL,'ESTHERVILLE, IOWA',4324,'N',9445,'W',400,NULL,'2','1'
'72000','K3B6',NULL,'EUGENE ISLAND, LA',2805,'N',9242,'W',NULL,0,'1','1'
'72000','KACV',NULL,'EUREKA ARCATA AIRPORT, CA',4058,'N',12406,'W',67,66,'1','1'
'72000','KEVW',NULL,'EVANSTON    WY',4116,'N',11101,'W',2165,NULL,'1','1'
'72000','KEVM',NULL,'EVELETH, MN',4726,'N',9230,'W',440,NULL,'2','1'
'72000','KPAE',NULL,'EVERETT   WASH',4755,'N',12217,'W',196,NULL,'2','1'
'72000','KGZH',NULL,'EVERGREEN,AL',3125,'N',8703,'W',78,78,'2','1'
'72000','KCDW',NULL,'CALDWELL/FAIRFIELD    NJ',4052,'N',7417,'W',56,NULL,'2','1'
'72000','KDFI',NULL,'DEFIANCE MEMORIAL AIRPORT, OH',4120,'N',8426,'W',215,219,'2','1'
'72000','KSKA',NULL,'FAIRCHILD, WA',4737,'N',11739,'W',750,NULL,'1','1'
'72000','KFFL',NULL,'FAIR FIELD          IA',4103,'N',9159,'W',244,NULL,'2','1'
'72000','KFWC',NULL,'FAIRFIELD, IL',3823,'N',8825,'W',NULL,133,'1','1'
'72000','KFRM',NULL,'FAIRMONT MUNI(AWOS) MN',4339,'N',9425,'W',354,NULL,'1','1'
'72000','KD07',NULL,'FAITH MUNICIPAL AIRPORT, SD',4502,'N',10201,'W',787,784,'1','1'
'72000','KBKS',NULL,'FALFURRIAS, TX',2712,'N',9807,'W',NULL,34,'2','1'
'72000','KNFL',NULL,'FALLON, NV',3926,'N',11841,'W',1199,NULL,'1','1'
'72000','KQAV',NULL,'FALLON/NAS, NV',3925,'N',11843,'W',1199,NULL,'1','1'
'72000','KFNB',NULL,'FALLS CITY    NEB',4004,'N',9535,'W',298,NULL,'2','1'
'72000','KFBL',NULL,'FARIBAULT MUNI AWOS MN',4420,'N',9319,'W',322,NULL,'1','1'
'72000','KFRG',NULL,'FARMINGDALE      NY',4044,'N',7326,'W',41,NULL,'2','1'
'72000','KFAM',NULL,'FARMINGTON AIRPORT  MO',3746,'N',9026,'W',288,NULL,'1','1'
'72000','KFVX',NULL,'FARMVILLE, VA',3721,'N',7826,'W',125,NULL,'1','1'
'72000','KFYV',NULL,'FAYETTEVILLE, AR',3600,'N',9410,'W',NULL,382,'2','1'
'72000','KFFM',NULL,'FERGUS FALLS (AWOS) MN',4617,'N',9609,'W',361,NULL,'1','1'
'72000','KFIT',NULL,'FITCHBURG, MA',4233,'N',7145,'W',103,106,'1','1'
'72000','KFGN',NULL,'FLAG ISLAND, MN',4919,'N',9454,'W',NULL,0,'1','1'
'72000','KFLP',NULL,'FLIPPIN (AWOS)      AR',3618,'N',9228,'W',350,NULL,'1','1'
'72000','KFOA',NULL,'FLORA, IL',3840,'N',8827,'W',NULL,144,'1','1'
'72000','KFLD',NULL,'FOND DU LAC WI, US',4346,'N',8829,'W',NULL,246,'2','1'
'72000','KDAA',NULL,'FORT BELVOIR, VA',3843,'N',7711,'W',21,NULL,'2','1'
'72000','KFAF',NULL,'FORT EUSTIS/FELKER, VA',3708,'N',7637,'W',4,NULL,'2','1'
'72000','KFXE',NULL,'FORT LAUDERDALE  EXECUTIVE,  FL',2612,'N',8010,'W',NULL,4,'2','1'
'72000','KTBN',NULL,'FORT LEONARD WOOD, MO',3745,'N',9208,'W',353,NULL,'2','1'
'72000','KFSW',NULL,'FORT MADISON, IA',4040,'N',9120,'W',NULL,221,'2','1'
'72000','KFMY',NULL,'FORT MYERS PAGE FIELD A FL, US',2635,'N',8152,'W',NULL,5,'2','1'
'72000','KRSW',NULL,'FORT MYERS     FL  SW REGIONAL',2632,'N',8145,'W',9,NULL,'2','1'
'72000','K4A9',NULL,'FORT PAYNE, AL',3428,'N',8543,'W',NULL,267,'2','1'
'72000','KFPR',NULL,'FORT PIERCE, FL',2729,'N',8022,'W',NULL,8,'2','1'
'72000','KFST',NULL,'FORT STOCKTON  TX',3055,'N',10255,'W',918,NULL,'1','1'
'72000','KNFW',NULL,'FORT WORTH     TX',3246,'N',9726,'W',187,NULL,'2','1'
'72000','KFWS',NULL,'FORT WORTH',3224,'N',9719,'W',212,NULL,'2','1'
'72000','KAFW',NULL,'FORT WORTH  ALLIANCE     TX',3259,'N',9719,'W',219,NULL,'2','1'
'72000','KFSE',NULL,'FOSSTON,MN',4736,'N',9547,'W',389,NULL,'2','1'
'72000','K9F2',NULL,'FOURCHON, LA',2906,'N',9012,'W',2,NULL,'2','1'
'72000','KFFT',NULL,'FRANKFORD, KEN',3811,'N',8454,'W',237,NULL,'2','1'
'72000','KFKS',NULL,'FRANKFORT DOW MEM, MI',4437,'N',8612,'W',NULL,193,'2','1'
'72000','K1A5',NULL,'FRANKLIN, NC',3513,'N',8325,'W',NULL,616,'2','1'
'72000','KFKL',NULL,'FRANKLIN,  PA',4123,'N',7952,'W',466,NULL,'2','1'
'72000','KFKN',NULL,'FRANKLIN/J B ROSE, VA',3642,'N',7654,'W',12,NULL,'2','1'
'72000','KFDK',NULL,'FREDERICK,  MD',3925,'N',7722,'W',92,NULL,'2','1'
'72000','KFDR',NULL,'FREDERICK MUNICIPAL AIRPORT, OK',3421,'N',9859,'W',382,377,'2','1'
'72000','KT82',NULL,'FREDERICKSBURG, TX',3015,'N',9855,'W',NULL,517,'2','1'
'72000','KEZF',NULL,'FREDERICKSBURG, VA',3816,'N',7727,'W',26,NULL,'2','1'
'72000','KFET',NULL,'FREEMONT, NE',4127,'N',9631,'W',NULL,367,'2','1'
'72000','KFEP',NULL,'FREEPORT, IL',4215,'N',8935,'W',NULL,262,'2','1'
'72000','KFVE',NULL,'FRENCHVILLE, ME',4717,'N',6819,'W',85,NULL,'2','1'
'72000','KFHR',NULL,'FRIDAY HARBOR    WAS',4831,'N',12301,'W',33,NULL,'2','1'
'72000','KIZG',NULL,'FRYEBURG, ME',4359,'N',7057,'W',136,NULL,'2','1'
'72000','KFUL',NULL,'FULLERTON,  CA',3352,'N',11758,'W',NULL,29,'2','1'
'72000','KFZY',NULL,'FULTON, NY',4321,'N',7623,'W',145,NULL,'2','1'
'72000','KGAD',NULL,'GADSEN, ALB',3358,'N',8606,'W',171,NULL,'2','1'
'72000','KGNV',NULL,'GAINESVILLE,   FLA',2941,'N',8216,'W',50,NULL,'2','1'
'72000','KGVL',NULL,'GAINESVILLE,   GA',3416,'N',8350,'W',386,NULL,'2','1'
'72000','KGLE',NULL,'GAINESVILLE,   TX',3339,'N',9712,'W',NULL,256,'2','1'
'72000','KGBG',NULL,'GALESBURG IL, US',4056,'N',9026,'W',NULL,233,'2','1'
'72000','KGCK',NULL,'GARDEN CITY, KAN',3756,'N',10043,'W',873,NULL,'1','1'
'72000','KN60',NULL,'GARRISON,  ND',4739,'N',10126,'W',578,NULL,'2','1'
'72000','KGYY',NULL,'GARY, IN',4137,'N',8725,'W',192,NULL,'2','1'
'72000','KAKH',NULL,'GASTONIA, NC',3512,'N',8109,'W',243,243,'2','1'
'72000','KGLR',NULL,'GAYLORD       MICH',4501,'N',8442,'W',NULL,402,'2','1'
'72000','KGTU',NULL,'GEORGETOWN (AWOS)   TX',3041,'N',9741,'W',240,NULL,'1','1'
'72000','KGED',NULL,'GEORGETOWN,  DEL',3842,'N',7522,'W',NULL,15,'2','1'
'72000','KGYB',NULL,'GIDDINGS, TX',3010,'N',9659,'W',NULL,148,'2','1'
'72000','KJXI',NULL,'GILMER, TX',3242,'N',9457,'W',NULL,127,'2','1'
'72000','KGLW',NULL,'GLASGOW, KY',3702,'N',8557,'W',NULL,218,'2','1'
'72000','KGYL',NULL,'GLENCOE MUNICIPAL IRPORT, MN',4445,'N',9405,'W',NULL,302,'2','1'
'72000','KGEU',NULL,'GLENDALE, AZ',3332,'N',11218,'W',NULL,325,'2','1'
'72000','KLUF',NULL,'GLENDALE/LUKE, AZ',3332,'N',11223,'W',336,NULL,'2','1'
'72000','KGDV',NULL,'GLENDIVE, MT',4708,'N',10448,'W',741,NULL,'1','1'
'72000','KGHW',NULL,'GLENWOOD, MN',4539,'N',9515,'W',425,NULL,'1','1'
'72000','KGTR',NULL,'GOLDEN TRIANGLE  MS',3327,'N',8835,'W',79,NULL,'1','1'
'72000','KGSB',NULL,'GOLDSBORO, NC',3520,'N',7758,'W',33,NULL,'1','1'
'72000','KGWW',NULL,'GOLDSBORO, NC',3528,'N',7758,'W',NULL,41,'1','1'
'72000','KGNG',NULL,'GOODING, ID',4255,'N',11446,'W',NULL,1136,'1','1'
'72000','K2D3',NULL,'GOODING LAKE SEAPLANE BASE, AK',6138,'N',14914,'W',NULL,152,'2','1'
'72000','KGYR',NULL,'GOODYEAR,  AZ',3325,'N',11223,'W',NULL,293,'2','1'
'72000','KGSH',NULL,'GOSHEN,  IN',4132,'N',8547,'W',NULL,252,'2','1'
'72000','KRPH',NULL,'GRAHAM, TX',3307,'N',9833,'W',NULL,342,'2','1'
'72000','KGDJ',NULL,'GRANBURY, TX',3227,'N',9749,'W',237,NULL,'3','1'
'72000','KGCN',NULL,'GRAND CANYON',3607,'N',11209,'W',NULL,2125,'3','1'
'72000','K40G',NULL,'GRAND CANYON VALLE AIRPORT, AZ',3539,'N',11209,'W',NULL,1829,'3','1'
'72000','KRDR',NULL,'GRAND FORKS AFB, ND',4758,'N',9724,'W',277,NULL,'2','1'
'72000','KAXO',NULL,'GRAND ISLE (SAWRS)  LA',2915,'N',8958,'W',2,NULL,'2','1'
'72000','KGNA',NULL,'GRAND MARAIS, MN',4750,'N',9023,'W',186,NULL,'2','1'
'72000','KCKC',NULL,'GRAND MARAIS, MN',4750,'N',9032,'W',506,NULL,'2','1'
'72000','KGPM',NULL,'GRAND PRAIRIE, TX',3242,'N',9703,'W',NULL,180,'2','1'
'72000','KGPZ',NULL,'GRAND RAPIDS    MIN',4713,'N',9331,'W',400,NULL,'2','1'
'72000','KGDB',NULL,'GRANITE FALLS, MN',4445,'N',9533,'W',NULL,319,'2','1'
'72000','KGNT',NULL,'GRANTS   NM',3510,'N',10754,'W',1976,NULL,'1','1'
'72000','KGOV',NULL,'GRAYLING, MI',4441,'N',8444,'W',NULL,353,'1','1'
'72000','KGBD',NULL,'GREAT BEND, KAN',3821,'N',9852,'W',NULL,572,'2','1'
'72000','KCBE',NULL,'GREATER CUMBERLAND RGNL,MD',3937,'N',7846,'W',236,NULL,'1','1'
'72000','KGXY',NULL,'GREELEY/WELD (AWOS) CO',4026,'N',10438,'W',1420,NULL,'1','1'
'72000','KXCN',NULL,'GREEN CANYON 184, LA',2746,'N',9131,'W',NULL,0,'1','1'
'72000','KU28',NULL,'GREEN RIVER    UT',3900,'N',11009,'W',1238,NULL,'1','1'
'72000','K3J7',NULL,'GREENSBORO, GA',3336,'N',8308,'W',206,NULL,'2','1'
'72000','KGNR',NULL,'GREENVILLE, ME',4528,'N',6936,'W',306,NULL,'2','1'
'72000','KGVT',NULL,'GREENVILLE    TX',3304,'N',9604,'W',NULL,165,'2','1'
'72000','KGMU',NULL,'GREENVILLE    SC',3451,'N',8221,'W',NULL,318,'2','1'
'72000','KPGV',NULL,'GREENVILLE    NC',3538,'N',7724,'W',8,8,'2','1'
'72000','KGRD',NULL,'GREENWOOD COUNTY AIRPORT, SC',3415,'N',8209,'W',185,192,'2','1'
'72000','KGEY',NULL,'GREYBULL/SOUTH BIG HORN, WY',4431,'N',10805,'W',1191,1199,'1','1'
'72000','KONZ',NULL,'GROSSE ISLE, MI',4206,'N',8309,'W',176,NULL,'2','1'
'72000','KGON',NULL,'GROTON, CT',4120,'N',7203,'W',6,NULL,'2','1'
'72000','KGMJ',NULL,'GROVE MUNI, OK',3636,'N',9444,'W',NULL,254,'2','1'
'72000','KGUC',NULL,'GUNNISON, COL',3833,'N',10656,'W',NULL,2325,'1','1'
'72000','KGOK',NULL,'GUTHRIE MINICIPAL AIRPORT, OK',3551,'N',9724,'W',327,324,'1','1'
'72000','KGUY',NULL,'GUYMON, OK',3641,'N',10130,'W',948,952,'1','1'
'72000','KHGR',NULL,'HAGERSTOWN      MD',3941,'N',7744,'W',NULL,213,'2','1'
'72000','KSUN',NULL,'HAILEY   ID',4310,'N',11418,'W',1607,NULL,'1','1'
'72000','KHCO',NULL,'HALLOCK, MN',4845,'N',9657,'W',249,NULL,'1','1'
'72000','KHMM',NULL,'HAMILTON, MT',4615,'N',11409,'W',NULL,1110,'1','1'
'72000','KHAO',NULL,'HAMILTON, OH',3922,'N',8432,'W',188,193,'1','1'
'72000','KHDC',NULL,'HAMMOND, LA',3031,'N',9025,'W',NULL,13,'1','1'
'72000','KHJO',NULL,'HANFORD, CA',3619,'N',11938,'W',75,NULL,'1','1'
'72000','KMGN',NULL,'HARBOR SPRINGS,MI',4526,'N',8455,'W',NULL,209,'2','1'
'72000','KHNR',NULL,'HARLAN MUNI,IA',4135,'N',9520,'W',NULL,375,'2','1'
