id, latitude, longitude, elevation, type, name, du, no, latd, latm, lond, lonm, unknown1, unknown2, unknown3, year, unknown4, unknown5, unknown6, provenance
'YSF',59.2666666,254.1666667,395,0,'STONY RAPIDS','',71002,59,16,105,50,27.25,15.47,'0110',1992,6,'',6,'script:uvo3cor variable:canstat'
'ZGB',50.55,263.3666667,395,0,'GRAND BEACH','',71003,50,33,96,38,27.25,15.47,'0110',1992,5,'',6,'script:uvo3cor variable:canstat'
'YAG',48.6,266.6,395,0,'FORT FRANCES','',71004,48,36,93,24,27.25,15.47,'0110',1992,4,'',6,'script:uvo3cor variable:canstat'
'BAN',45.0666666,282.1166667,395,0,'BANCROFT','',71005,45,4,77,53,27.25,15.47,'0110',1992,4,'',6,'script:uvo3cor variable:canstat'
'COL',44.5,279.75,395,0,'COLLINGWOOD','',71006,44,30,80,15,27.25,15.47,'0110',1992,4,'',6,'script:uvo3cor variable:canstat'
'YKF',43.4666666,279.4666667,395,0,'KITCHENER WATERLOO','',71007,43,28,80,32,27.25,15.47,'0110',1992,4,'',6,'script:uvo3cor variable:canstat'
'YSL',47.1333333,292.1666667,395,0,'ST LEONARD','',71008,47,8,67,50,27.25,15.47,'0110',1992,2,'',4,'script:uvo3cor variable:canstat'
'YDP',56.55,298.3166667,395,0,'NAIN','',71009,56,33,61,41,27.25,15.47,'0110',1992,1,'',4,'script:uvo3cor variable:canstat'
'YHD',49.8333333,267.25,413,0,'DRYDEN','',71010,49,50,92,45,27.25,15.47,'0110',1992,1,'',5,'script:uvo3cor variable:canstat'
'YFO',54.6833333,258.3166667,304,0,'FLIN FLON','',71011,54,41,101,41,27.25,15.47,'0110',1992,1,'',6,'script:uvo3cor variable:canstat'
'WWF',49.7,256.2,589,0,'WEYBURN','',71012,49,42,103,48,27.25,15.47,'0110',1992,1,'',6,'script:uvo3cor variable:canstat'
